sequence,operation,main_thread,submission_us,latency_us,error
593,read,true,107.138,17729.835,
596,read,true,179.351,21929.393,
599,write,true,160.217,40371.138,
602,read,true,196.414,8293.029,
605,read,true,167.52,15214.798,
608,write,true,126.995,32206.547,
611,read,true,326.866,25113.671,
614,read,true,229.806,27961.745,
617,write,true,4675.959,57959.34,
620,read,true,165.717,8658.856,
623,read,true,52.276,30632.982,
626,read,true,281.823,37188.202,
629,write,true,2942.79,36729.923,
632,read,true,180.926,7908.547,
635,read,true,608.076,13668.293,
638,write,true,181.446,20065.051,
641,read,true,188.609,35702.771,
644,read,true,54.431,31700.089,
647,write,true,258.86,39005.248,
650,read,true,713.411,14466.823,
653,read,true,403.617,13716.303,
656,read,true,216.922,20866.614,
659,write,true,168.121,31653.713,
662,read,true,1113.682,20178.66,
665,read,true,164.955,11129.551,
668,write,true,99.644,15722.788,
671,read,true,171.207,21205.743,
674,read,true,50.082,5459.921,
677,write,true,207.435,14341.441,
680,read,true,178.621,7010.854,
683,read,true,45.614,5183.099,
686,read,true,175.335,14831.909,
689,write,true,234.634,15583.09,
692,read,true,179.471,7379.567,
695,read,true,175.654,8149.693,
698,write,true,213.885,21661.898,
701,read,true,167.62,11802.167,
704,read,true,130.321,9779.511,
707,write,true,1101.51,62103.696,
710,read,true,566.24,33656.152,
713,read,true,268.006,25607.425,
716,read,true,245.414,16890.029,
719,write,true,129.881,22535.886,
722,read,true,258.428,22368.427,
725,read,true,824.687,8887.69,
728,write,true,255.834,14276.951,
731,read,true,408.727,9239.371,
734,read,true,113.149,14774.222,
737,write,true,279.738,54591.002,
740,read,true,363.974,16306.75,
743,read,true,41.557,25065.561,
746,read,true,165.656,17515.088,
749,write,true,5314.563,26213.328,
752,read,true,179.412,5628.704,
755,read,true,186.105,30028.524,
758,write,true,128.468,41661.597,
761,read,true,515.936,10667.265,
764,read,true,90.788,12861.749,
767,write,true,331.945,55880.411,
770,read,true,170.365,15123.418,
773,read,true,73.857,11026.27,
776,read,true,327.466,21506.379,
779,write,true,203.797,22949.101,
782,read,true,160.086,8749.724,
785,read,true,157.912,14656.864,
788,write,true,165.747,21793.371,
791,read,true,168.853,7171.641,
794,read,true,34.685,9352.771,
797,write,true,570.066,31228.265,
800,read,true,182.699,13198.524,
803,read,true,49.312,8152.118,
806,read,true,168.102,24499.223,
809,write,true,144.428,26199.101,
812,read,true,204.619,13016.366,
815,read,true,250.624,27975.991,
818,write,true,70.762,35807.757,
821,read,true,178.58,8042.675,
824,read,true,36.628,9676.491,
827,write,true,348.274,20957.513,
830,read,true,162.831,18435.641,
833,read,true,35.116,13508.648,
836,read,true,271.533,8824.042,
839,write,true,126.424,17393.183,
842,read,true,1249.866,13925.7,
845,read,true,183.531,16945.374,
848,write,true,143.576,34386.093,
851,read,true,510.636,19062.393,
854,read,true,61.574,15534.861,
857,write,true,368.583,13356.697,
860,read,true,164.494,11929.733,
863,read,true,365.998,15938.839,
866,read,true,219.728,7747.369,
869,write,true,99.805,16085.931,
872,read,true,301.078,8237.516,
875,read,true,350.208,11152.174,
878,write,true,94.265,15406.493,
881,read,true,169.463,6915.116,
884,read,true,40.796,8565.875,
887,write,true,270.872,23540.948,
890,read,true,254.852,9278.114,
893,read,true,20.768,9310.923,
896,read,true,218.844,12161.423,
899,write,true,126.604,17558.608,
902,read,true,275.41,7358.028,
905,read,true,1680.373,9204.557,
908,write,true,165.346,22808.862,
911,read,true,314.292,17665.456,
914,read,true,521.466,14886.631,
917,write,true,196.164,34974.945,
920,read,true,291.37,12931.059,
923,read,true,64.47,7114.767,
926,read,true,153.514,13300.482,
929,write,true,76.171,39247.215,
932,read,true,157.912,9007.21,
935,read,true,177.59,7194.104,
938,write,true,185.755,16373.595,
941,read,true,214.157,5980.987,
944,read,true,59.259,20120.142,
947,write,true,338.807,42157.174,
950,read,true,501.81,25693.555,
953,read,true,84.727,34013.482,
956,read,true,153.914,8141.417,
959,write,true,61.303,29013.833,
962,read,true,166.799,18997.364,
965,read,true,199.419,8940.628,
968,write,true,119.312,26919.094,
971,read,true,172.339,22560.132,
974,read,true,26.16,19234.894,
977,write,true,219.968,37258.552,
980,read,true,157.141,39893.813,
983,read,true,36.018,57445.44,
986,read,true,150.94,13193.173,
989,write,true,877.235,47762.917,
992,read,true,176.498,55712.39,
995,read,true,147.153,43151.326,
998,write,true,65.872,34409.877,
1001,read,true,227.211,7543.911,
1004,read,true,74.478,14976.877,
1007,write,true,193.017,22726.179,
1010,read,true,199.369,13066.41,
1013,read,true,45.004,10791.767,
1016,read,true,165.676,5948.576,
1019,write,true,139.81,15998.75,
1022,read,true,181.406,6846.009,
1025,read,true,396.924,18379.098,
1028,write,true,119.101,33035.803,
1031,read,true,378.34,14398.225,
1034,read,true,52.818,11102.011,
1037,write,true,601.363,18540.467,
1040,read,true,155.978,10590.663,
1043,read,true,29.534,11485.882,
1046,read,true,177.238,7868.823,
1049,write,true,102.26,24710.574,
1052,read,true,191.856,8402.521,
1055,read,true,177.028,26916.981,
1058,write,true,96.308,30829.516,
1061,read,true,495.247,22959.482,
1064,read,true,44.682,22429.679,
1067,write,true,183.871,24700.145,
1070,read,true,191.916,7347.318,
1073,read,true,43.761,8202.491,
1076,read,true,218.275,5076.391,
1079,write,true,113.982,13044.048,
1082,read,true,198.858,13263.604,
1085,read,true,357.582,9628.712,
1088,write,true,1139.541,20595.203,
1091,read,true,3557.568,11754.85,
1094,read,true,117.568,14247.336,
1097,write,true,191.816,18270.428,
1100,read,true,296.369,7092.426,
1103,read,true,43.009,7691.704,
1106,read,true,153.705,13602.643,
1109,write,true,135.691,15624.126,
1112,read,true,146.441,9124.108,
1115,read,true,752.122,6891.863,
1118,write,true,142.775,28158.09,
1121,read,true,1506.179,10480.871,
1124,read,true,3275.046,13590.45,
1127,write,true,400.803,21244.346,
1130,read,true,163.643,12461.189,
